Year,UserId,UserName,TotalPosts,AvgLengthPerPost,LengthOfAllPosts,Edits
2006,52205,Siggi,1552,4.252054795,361996,348
2006,18171,FoxHunter,1070,2.931506849,256450,111
2006,1110185,Shenmue˝,66,0.180821918,14596,7
2006,60428,-Kamisama-,266,0.728767123,52082,25
2006,15061,bigfoot,1433,3.926027397,247213,93
2006,1181717,Leon Kennedy,437,1.197260274,120113,1
2006,1123687,-=Wurzelzwerg=-,213,0.583561644,57543,9
2006,24274,Aarkvard,864,2.367123288,236439,141
2006,59201,B0rG*,74,0.202739726,24127,18
2006,1041921,eder,384,1.052054795,88917,75
2006,1139499,manila,1250,3.424657534,403147,166
2006,55971,-Marvin-,1232,3.375342466,246486,86
2006,80188,Stinktierdorf,167,0.457534247,54130,25
2006,5375,Apache,614,1.682191781,128716,84
2006,1053564,KEC,1928,5.282191781,517535,132
2006,1039660,Siglo_1,534,1.463013699,272751,82
2006,1077924,nixtreffer,21,0.057534247,6344,5
2006,62019,fatal-x,821,2.249315068,202644,112
2006,8209,[WoD]Spooky,247,0.676712329,60148,34
2006,18237,krang,651,1.783561644,153955,40
2006,1028363,Hammerschmitt,1216,3.331506849,387928,233
2006,56573,Unimatrix78452,220,0.602739726,52470,22
2006,33475,ppopn,1205,3.301369863,278589,248
2006,1166611,ravestyle,1948,5.336986301,600626,546
2006,8336,[tfc]MrF,14,0.038356164,3263,0
2006,1157360,_Ac_,775,2.123287671,174130,120
2006,1096167,neovo,18,0.049315068,3940,5
2006,40760,IRLCIMike,4,0.010958904,1033,0
2006,1131287,enexy*,1788,4.898630137,471078,173
2006,1119023,Arawn,1278,3.501369863,417211,89
2006,1071337,|Redhead|,72,0.197260274,24805,10
2006,82256,Killazz,1658,4.542465753,486443,348
2006,1183432,_via_,466,1.276712329,158641,38
2006,80599,StirbKuch0r,94,0.257534247,36481,11
2006,1178910,TodSter,108,0.295890411,61668,4
2006,1129431,Tom4H4wK,1850,5.068493151,882181,314
2006,1180173,ingleside,2588,7.090410959,744294,228
2006,1081371,mavchen,1498,4.104109589,308306,169
2006,12669,Damocles,1961,5.37260274,880429,201
2006,60363,-dk-,5338,14.62465753,1700222,656
2006,13819,Limax,36,0.098630137,9489,1
2006,51543,wuSel,645,1.767123288,120386,73
2006,87558,KarlKoch,91,0.249315068,25844,31
2006,18630,aspirin,214,0.58630137,62819,25
2006,44250,DJDeath,1354,3.709589041,413880,256
2006,1186042,noobywooby,1,0.002739726,37,0
2006,1185961,Haereticus,8,0.021917808,4536,4
2006,1183419,xn9,27,0.073972603,5463,9
2006,7219,Chino,1309,3.58630137,447971,293
2006,1168114,[C.I.] Reman,39,0.106849315,11470,3
2006,57000,ollideluxe,74,0.202739726,13208,10
2006,59370,sorex,42,0.115068493,9058,3
2006,51069,Necabo,195,0.534246575,39284,43
2006,65832,faZe,38,0.104109589,15610,5
2006,1080095,BuddelWilli3,1661,4.550684932,565310,380
2006,38766,nearly god,522,1.430136986,129867,138
2006,36510,MeGaCHiCKeN,106,0.290410959,54014,42
2006,44116,Atello,1993,5.460273973,677845,180
2006,52461,Wahooka,142,0.389041096,36304,16
2006,53195,[FotH]D3@dAluS,65,0.178082192,26641,7
2006,19397,Solo,712,1.950684932,280628,95
2006,1059233,Dr.FrinX,227,0.621917808,55880,45
2006,1070704,Br41n0,975,2.671232877,267938,162
2006,1078441,PutPot,2,0.005479452,628,0
2006,55342,-Dionysos-,99,0.271232877,45350,7
2006,107173,Eisben,19,0.052054795,5336,7
2006,50267,[Sp@wn],304,0.832876712,81899,46
2006,1161961,bully0815,25,0.068493151,7268,2
2006,59438,UCBarkeeper,2504,6.860273973,479541,241
2006,1171553,Mebius,8,0.021917808,3236,0
2006,33500,Psychok!ller,95,0.260273973,30364,24
2006,1131916,HorusVII,2355,6.452054795,612720,83
2006,1130040,BarracudaATA,161,0.44109589,48298,59
2006,1117997,D1M!*,155,0.424657534,53959,33
2006,3182,[DtS]theSameButcher,357,0.978082192,118824,73
2006,60260,SubZer0,99,0.271232877,31706,32
2006,44743,Phunkie Vogelfutter,6,0.016438356,709,1
2006,1018882,DasGensu,662,1.81369863,209809,115
2006,84035,[dfe]coWard,326,0.893150685,98690,65
2006,17224,Mr.Floppy,119,0.326027397,86221,18
2006,1161141,Mutzeck,133,0.364383562,24191,36
2006,1053598,Tao,685,1.876712329,191815,74
2006,1070827,Torkon,346,0.947945205,72464,67
2006,26662,BlackHunter,11,0.030136986,2086,3
2006,1068103,T-S-P,25,0.068493151,9252,10
2006,1083479,xeror,43,0.117808219,12233,6
2006,46633,Kampfferkerl,798,2.18630137,390267,290
2006,59462,Geimnismann,273,0.747945205,68985,34
2006,11458,Gipsy,1611,4.41369863,595939,353
2006,1129343,Pîbbeldulm,912,2.498630137,268894,119
2006,83899,The_Phantom,371,1.016438356,62529,16
2006,1124079,derSenner,303,0.830136986,97364,83
2006,1170534,k!ng pReToX,393,1.076712329,115302,28
2006,1123540,Bluay,1199,3.284931507,260250,131
2006,24886,Ikswitz,14,0.038356164,1857,2
2006,85935,`dawn,380,1.04109589,171883,72
2006,59271,Skibbsen,798,2.18630137,111181,12
2006,1185921,Fighterboss,1,0.002739726,167,1
2006,41644,quippy,41,0.112328767,22618,17
2006,11357,Atomfried,916,2.509589041,189157,116
2006,43789,[-KiJ-]SZ_Thunder,107,0.293150685,29587,14
2006,1025442,[gc]FideI,1429,3.915068493,542443,169
2006,52041,weissbrot,373,1.021917808,124085,48
2006,1112729,DarkFritz,176,0.482191781,107272,123
2006,65804,flecky,126,0.345205479,44707,32
2006,7485,JimRakete,2128,5.830136986,635995,303
2006,59217,[Kamikaze],669,1.832876712,376854,184
2006,22381,bUmo,617,1.690410959,120909,53
2006,1186511,Stefan_Auster,2,0.005479452,10268,2
2006,45451,BiggyP,67,0.183561644,16576,4
2006,60666,Futura,3019,8.271232877,1027665,153
2006,36108,Waltraud,623,1.706849315,271373,45
2006,1132578,-=G UNIT=-,2095,5.739726027,479292,429
2006,20938,-=Q=- 8-BaLL,1684,4.61369863,750033,275
2006,59408,hoschi,1140,3.123287671,566126,473
2006,1172682,Whatever You Mean,190,0.520547945,79929,42
2006,20700,MUR.doc,457,1.252054795,149900,70
2006,1085132,ToX-,350,0.95890411,96490,45
2006,89200,Dumenikl,266,0.728767123,53909,69
2006,31749,Mr.Black,452,1.238356164,168256,63
2006,60823,dung3on,646,1.769863014,177624,59
2006,47029,Kung Schu,334,0.915068493,83414,60
2006,1150600,Anthony Sabini,23,0.063013699,11019,3
2006,57111,Froozy,176,0.482191781,83088,41
2006,1136512,AdrAs3,80,0.219178082,36445,22
2006,28279,Kakao,1976,5.41369863,789668,357
2006,1109923,Artur 99,11,0.030136986,9815,0
2006,26503,Havoc Illuminatus,1174,3.216438356,314019,29
2006,1060926,Schnudelhuber,1749,4.791780822,353958,663
2006,59736,Aka.,106,0.290410959,33071,14
2006,79091,F.Tontaube,20,0.054794521,8252,2
2006,57059,Desh,9184,25.16164384,2673900,801
2006,1139144,nothing.is.cool,25,0.068493151,10935,6
2006,48251,ErTeKa,3935,10.78082192,962354,239
2006,1147944,en coläre,60,0.164383562,17635,7
2006,1184676,detter18,3,0.008219178,863,0
2006,1056017,Noff,740,2.02739726,153563,79
2006,1186503,S.Fischer,1,0.002739726,672,0
2006,55083,Sagittarius,477,1.306849315,147836,71
2006,1042673,Tobulus,1728,4.734246575,878219,268
2006,55519,Feuerlîscher,1690,4.630136986,302370,224
2006,51470,CounterForce,187,0.512328767,127147,24
2006,38619,GandalfDerPinke,3275,8.97260274,816825,267
2006,9077,Aspe,1478,4.049315068,562468,211
2006,57058,Thore,4059,11.12054795,1510198,178
2006,11945,[BC]**LEX**,11,0.030136986,4248,0
2006,21000,Lucifer,3189,8.736986301,1102797,352
2006,57332,[Shane],1027,2.81369863,435664,103
2006,42182,-=Sonic=-,146,0.4,53844,20
2006,37042,Wobbel,2994,8.202739726,1044340,703
2006,21088,Che Guevara,241,0.660273973,69187,14
2006,29244,]N-Squad[Crow,187,0.512328767,77432,24
2006,9154,DaMasta,91,0.249315068,36275,17
2006,21758,Nameless,107,0.293150685,35470,16
2006,1077710,S2000,366,1.002739726,83218,81
2006,61921,Traktordr!ver,434,1.189041096,139760,46
2006,30957,GraveDiggeR,105,0.287671233,42401,21
2006,54832,dirtysmoker,234,0.64109589,81357,56
2006,21586,[PBP]Orbbman,701,1.920547945,234022,69
2006,45357,FreakD,132,0.361643836,74913,37
2006,50646,Templar of Steel,65,0.178082192,41089,28
2006,1168611,Styles85,894,2.449315068,260770,112
2006,49376,---BlaZoR---,574,1.57260274,183535,195
2006,29203,Jellybaby,1432,3.923287671,472650,338
2006,1061026,cLam,1401,3.838356164,405515,155
2006,56956,me2k,32,0.087671233,17341,11
2006,21182,ceUs,677,1.854794521,273967,103
2006,10095,guerilla2000,1750,4.794520548,337286,220
2006,62536,Downmaster,371,1.016438356,206567,55
2006,17631,Creeper,143,0.391780822,56120,22
2006,81356,Kumquat,43,0.117808219,12588,9
2006,116,Crypta,416,1.139726027,259233,120
2006,8716,[TB]Pusaken,15,0.04109589,5170,0
2006,47482,The Harvester,752,2.060273973,381811,441
2006,50663,Shi,12,0.032876712,5454,2
2006,12555,[TSD]Viper,541,1.482191781,206995,131
2006,1136257,Q.,2906,7.961643836,654645,254
2006,1028484,knoe,1,0.002739726,623,0
2006,1024118,JoeNathan,1252,3.430136986,415143,178
2006,48634,Guignol,472,1.293150685,192708,112
2006,62241,gdshard.morpheus,689,1.887671233,325400,281
2006,10128,[ACPS]Turrican,1016,2.783561644,340957,150
2006,1180157,trumble,189,0.517808219,57533,23
2006,83225,schoen1,822,2.252054795,290213,154
2006,59695,ProBus,61,0.167123288,19860,4
2006,76071,AsmodÑus,956,2.619178082,394392,54
2006,59844,Hubitz,714,1.956164384,227375,157
2006,29375,[A-51SS] fly,184,0.504109589,38203,28
2006,1127,Blade666,882,2.416438356,244826,108
2006,1059033,geforce256,65,0.178082192,18506,9
2006,56615,-hi7.eM.hiGh-,22,0.060273973,4452,5
2006,107702,shoonshowshoon,429,1.175342466,68346,22
2006,43586,cyberschaf,352,0.964383562,123600,43
2006,6202,Axel Foley,745,2.04109589,183268,44
2006,6583,Templar,419,1.147945205,204991,56
2006,1185304,v-3515,566,1.550684932,198926,52
2006,1158155,Falidar,4,0.010958904,815,0
2006,35619,AJ Alpha,244,0.668493151,59410,13
2006,38095,[AlphA]Bierkoenig,1112,3.046575342,522470,85
2006,30348,HasnNudellBÑr,106,0.290410959,49683,21
2006,62383,Zombie46,294,0.805479452,78593,31
2006,1157930,TheÔGhostrideR,72,0.197260274,21136,10
2006,1176623,Iceflame,12,0.032876712,2907,1
2006,5267,McClane,198,0.542465753,78544,82
2006,1070514,Smoking,167,0.457534247,58578,36
2006,19984,TemplaR_AGEnt,1411,3.865753425,251442,212
2006,40818,limpi,1305,3.575342466,394288,316
2006,64634,Alkoholiker,1892,5.183561644,620642,440
2006,72097,tabara,1440,3.945205479,569976,417
2006,1135023,NetSky05,17,0.046575342,5496,2
2006,48444,alexis-machine,1285,3.520547945,333407,314
2006,1168468,#NAME?,241,0.660273973,80292,14
2006,51509,Rippi*,96,0.263013699,29250,16
2006,1035026,GinuwinesSon,239,0.654794521,93016,28
2006,1110963,Flux*,1,0.002739726,347,0
2006,1073224,Skullcrunsher,1470,4.02739726,455504,294
2006,45465,Sodom,61,0.167123288,10229,0
2006,67631,Cuthdingsbums,249,0.682191781,86957,19
2006,45201,His Fragness,46,0.126027397,23573,14
2006,29444,FelixDelay,311,0.852054795,84304,46
2006,1131928,dat0bi,853,2.336986301,379044,210
2006,1019995,RushHour,730,2,522856,119
2006,952,Jehova-3,2276,6.235616438,848664,375
2006,10621,gwc,950,2.602739726,421236,187
2006,1186443,MaxMan,15,0.04109589,6083,0
2006,27923,statixx,1185,3.246575342,165001,161
2006,18355,DeineOmi,864,2.367123288,263623,260
2006,49296,modtron,315,0.863013699,93190,36
2006,1150792,[BEAVER],41,0.112328767,5974,6
2006,11554,[HS/S] Cubus,334,0.915068493,211219,77
2006,33780,Huhn,302,0.82739726,126859,40
2006,17538,[MKC] LT.TnT,115,0.315068493,44463,76
2006,27978,BananaJoe,9,0.024657534,3621,0
2006,1113768,langzeitstudent,2510,6.876712329,488909,438
2006,33755,IsCHer,123,0.336986301,32134,5
2006,11925,[KotHG]McMac,974,2.668493151,216195,93
2006,1179256,keks_,259,0.709589041,57241,24
2006,1090103,ShinyDoofy,789,2.161643836,162491,162
2006,1181001,Happy Carcass,787,2.156164384,260523,146
2006,98749,Strich,53,0.145205479,10061,2
2006,50370,Geierkind,1835,5.02739726,441926,274
2006,15418,Poerger,597,1.635616438,220844,136
2006,53674,Sanvai,274,0.750684932,73701,40
2006,1043655,ND-Idefix,44,0.120547945,8011,2
2006,37521,Fruchtzwerg,5,0.01369863,2369,0
2006,1079246,GlobaleErdErwÑrmung,758,2.076712329,193103,135
2006,1150074,Calrissian,894,2.449315068,320328,134
2006,42099,Schalli,250,0.684931507,94294,68
2006,1176094,Red_Sowjet,383,1.049315068,160200,105
2006,53885,Predater-X,163,0.446575342,47913,57
2006,1182766,Sîntis,18,0.049315068,7010,2
2006,1152147,der_kermit,87,0.238356164,28597,13
2006,59269,tequila sunrise,371,1.016438356,119492,53
2006,5469,[TDF]Sandmann,2028,5.556164384,783598,278
2006,49082,Elkano,204,0.55890411,49492,11
2006,52307,[NOTAC] blackpiranha,30,0.082191781,10085,6
2006,30166,Cardinal62,182,0.498630137,81540,21
2006,1186363,sk00zy,1,0.002739726,831,0
2006,71919,HeatStarr,743,2.035616438,228112,111
2006,23607,[MAN!AC],194,0.531506849,30536,22
2006,1129717,zrchr,52,0.142465753,12414,10
2006,59930,sartox,402,1.101369863,113407,72
2006,59060,grobeLeberwurst,332,0.909589041,62816,23
2006,3812,[CoH]Xarfai,122,0.334246575,52817,7
2006,52560,headake,306,0.838356164,149893,175
2006,40674,Rotschild,555,1.520547945,267585,112
2006,1066333,Carpenter,488,1.336986301,132942,135
2006,2358,Ghostrider,31,0.084931507,7732,3
2006,59141,moepmoep,6,0.016438356,958,0
2006,1049887,Kampfkarnickel,462,1.265753425,88875,83
2006,68771,aalsg0tt,102,0.279452055,30156,6
2006,18640,$Dagobert Duck$,20,0.054794521,7008,1
2006,1181599,Bierfreind!,90,0.246575342,33354,16
2006,14088,Bombur,2135,5.849315068,757079,282
2006,25229,TheRealPlextor,716,1.961643836,253174,83
2006,64147,EXactly,456,1.249315068,224626,70
2006,1165088,=GymVof=,726,1.989041096,277018,79
2006,1138387,*Morphy*,449,1.230136986,152722,80
2006,31505,Pistolero,1347,3.690410959,333906,114
2006,45182,Norbert Biber,686,1.879452055,300009,62
2006,1146421,Scooby14,414,1.134246575,130049,77
2006,1116622,blaues_Napalm,128,0.350684932,65946,36
2006,6723,GH@NDI,92,0.252054795,49950,18
2006,1075794,Killermonster,2117,5.8,596137,338
2006,33488,Eiskrem-Kaiser,2675,7.328767123,1038370,623
2006,1154530,dlx,378,1.035616438,92423,43
2006,1115876,Txomin,253,0.693150685,69281,29
2006,78455,h0nky,171,0.468493151,37705,26
2006,58350,Cheaterhossie,693,1.898630137,190845,106
2006,44361,Tesko Suicide,1233,3.378082192,464678,239
2006,90886,[Piepmatz]M3,1039,2.846575342,264586,354
2006,78895,ninverto,99,0.271232877,41526,37
2006,109752,Nicht Anwesend,204,0.55890411,42596,14
2006,72281,Da-VinCe,44,0.120547945,9706,9
2006,1135059,Sabin,347,0.950684932,96931,72
2006,1175748,ElektroGee,7,0.019178082,938,0
2006,1175022,Uschi_Mumu,88,0.24109589,24277,15
2006,1070825,Telefonterrorist,3999,10.95616438,1378059,663
2006,1175462,OneSunnyBadBoy,36,0.098630137,7813,2
2006,694,Toppa,156,0.42739726,43348,15
2006,1050073,Pago,335,0.917808219,137409,130
2006,8935,Raptor,518,1.419178082,90777,39
2006,1125542,kann_lesen_87,564,1.545205479,94035,103
2006,1030615,antidote`,2052,5.621917808,465202,502
2006,1078161,placebo_domingo,394,1.079452055,137824,102
2006,35806,FAcele$$,342,0.936986301,74574,40
2006,1107235,Hunne,353,0.967123288,108058,32
2006,34432,Fragment,219,0.6,57675,8
2006,1124196,D!sAstA,1610,4.410958904,416063,351
2006,1186869,Struwwelhitler,1,0.002739726,192,0
2006,97310,-=SmuGGleR=-,45,0.123287671,15097,4
2006,59566,|DommE|,27,0.073972603,12194,1
2006,1176337,Frappr,198,0.542465753,65122,6
2006,19570,mokka,245,0.671232877,52660,11
2006,57196,Filmriss,136,0.37260274,37209,26
2006,30477,sammie,1468,4.021917808,389678,100
2006,11789,Iceman3000,3165,8.671232877,1283150,1080
2006,21687,Parax,2143,5.871232877,591113,291
2006,67395,CombatWombat,170,0.465753425,61168,40
2006,20645,[BoA]Shadow-n,46,0.126027397,20762,10
2006,1178594,nluegger,4,0.010958904,1627,0
2006,485,[KDO2412]Mr.Jones,660,1.808219178,211886,147
2006,30874,Lefko,140,0.383561644,52376,41
2006,52106,Zane,946,2.591780822,268590,256
2006,41635,ZwischenLebenUndTod,235,0.643835616,86663,40
2006,46752,R,95,0.260273973,36671,24
2006,95849,Fuzzles,8,0.021917808,1667,1
2006,16234,Blackpiranha,386,1.057534247,64373,80
2006,63553,occido,277,0.75890411,49586,38
2006,32757,Koepi,47,0.128767123,20119,13
2006,66607,snooge¯,159,0.435616438,56641,13
2006,1180613,gott.[shake],554,1.517808219,191887,109
2006,113640,Dose,151,0.41369863,59296,57
2006,85569,Dysenn,580,1.589041096,177231,177
2006,48843,[MONGO]Bruce,299,0.819178082,201405,41
2006,61626,Wickeda,873,2.391780822,290000,139
2006,40526,Heartbreaker,689,1.887671233,191686,97
2006,1067902,RealOne,89,0.243835616,29128,14
2006,1090178,Xian,521,1.42739726,134469,162
2006,8395,trent,474,1.298630137,349770,140
2006,1085250,Jackle,121,0.331506849,57133,5
2006,46835,Arcus,541,1.482191781,122557,68
2006,1144259,Euter des Todes,9,0.024657534,3651,1
2006,44000,SloWhaNd,120,0.328767123,46723,14
2006,1169311,KaffeekrÑnzchen,3370,9.232876712,915983,167
2006,6508,aroma,987,2.704109589,249512,65
2006,36498,focu$,598,1.638356164,214111,65
2006,59031,Cola-SixPack,373,1.021917808,77581,42
2006,40555,Cpt. Funky Fingers,62,0.169863014,24506,12
2006,15980,Pischek,56,0.153424658,27023,9
2006,1076954,pHarmacist,818,2.24109589,372814,111
2006,56790,Xenon*,227,0.621917808,43465,41
2006,1111366,MÅllkind!,131,0.35890411,35218,52
2006,29993,Leitex,15,0.04109589,2402,2
2006,39274,Hikkomi-Gaeshi,163,0.446575342,55590,34
2006,38268,FDJ-Pert,220,0.602739726,40473,12
2006,3499,Chavez,2,0.005479452,256,1
2006,8152,Mr.Jeep,318,0.871232877,67229,62
2006,59330,UsPdSr,68,0.18630137,13857,20
2006,35124,Wraith of Seth,1555,4.260273973,962026,310
2006,1186727,THE NEW SVEN,1,0.002739726,30,0
2006,1103351,Indo,57,0.156164384,13994,6
2006,1091958,LORD_Mayhem,962,2.635616438,323609,179
2006,20654,Suizidhilfe,117,0.320547945,34879,8
2006,39382,Phaenox,235,0.643835616,87259,27
2006,4874,Tr_@HeadHÊnter,201,0.550684932,140997,32
2006,2694,2Pac,167,0.457534247,31311,22
2006,37772,-BigDaddy-,921,2.523287671,240398,45
2006,64780,Feuerloescher,69,0.189041096,25395,7
2006,1186681,THE MAGIC N1 SVEN,9,0.024657534,846,0
2006,48885,ArcticMonkey,429,1.175342466,164376,92
2006,1186671,nohomo,12,0.032876712,2623,1
2006,31839,-=Desperador=-,801,2.194520548,204053,112
2006,48485,-Mike-,14,0.038356164,4173,4
2006,50206,-Nummelin-,154,0.421917808,71778,43
2006,19205,FinalDay,426,1.167123288,127118,46
2006,59656,Rousi,140,0.383561644,51258,19
2006,47115,Concer,257,0.704109589,117747,50
2006,33209,Sho,2497,6.84109589,487763,289
2006,56045,seastorm,305,0.835616438,143789,77
2006,60721,Punk-Homer,539,1.476712329,100760,7
2006,1058238,.KÑsekuchen,124,0.339726027,51820,4
2006,33381,deXta,162,0.443835616,44601,4
2006,17392,Kaioshin,202,0.553424658,46286,30
2006,60179,oetzli,57,0.156164384,42414,18
2006,113191,krischan111,536,1.468493151,141794,102
2006,1186612,SÅ·er_TeddybÑr,10,0.02739726,3863,4
2006,18136,error,67,0.183561644,37924,7
2006,1168306,Dampfente,203,0.556164384,48513,22
2006,8526,[CHD]Tratax,268,0.734246575,66148,48
2006,59090,Ilbon*,131,0.35890411,49319,11
2006,70578,Dimitri_,196,0.536986301,56749,33
2006,20567,PLUGZTER,98,0.268493151,24898,21
2006,55952,ThreeDollarRob,188,0.515068493,65560,52
2006,1151173,Donutfan,147,0.402739726,39974,25
2006,1159438,the-h3at,27,0.073972603,4466,7
2006,44003,SirSiggi,1273,3.487671233,442215,234
2006,1039824,normal,428,1.17260274,97466,78
2006,1103828,Schievel,478,1.309589041,197858,213
2006,13979,Olschi,185,0.506849315,49377,24
2006,1069502,Tighter_Bouncer,38,0.104109589,10458,4
2006,1175519,GGDonner,153,0.419178082,35103,28
2006,1055531,H4rpa,20,0.054794521,4503,2
2006,60293,dr.dentz,507,1.389041096,224767,99
2006,1054107,Jim  Panse,59,0.161643836,18058,5
2006,66198,just 4 fun,1532,4.197260274,533106,224
2006,60012,Tomomx,31,0.084931507,11508,2
2006,1107571,sternfisch,479,1.312328767,119248,54
2006,30599,Vironnimo,1018,2.789041096,438868,134
2006,1177882,#NAME?,59,0.161643836,8127,2
2006,83369,Karlsberg,127,0.347945205,34329,18
2006,1186188,Gokiburi,153,0.419178082,57183,18
2006,1029182,SK|He@ton,159,0.435616438,34615,16
2006,1073183,Buntax,86,0.235616438,18573,9
2006,30546,Cloudi,1471,4.030136986,335193,87
2006,59304,Spriggan,58,0.15890411,10569,15
2006,59813,DoVeR,92,0.252054795,26995,23
2006,34959,THENEO,95,0.260273973,52772,27
2006,1183447,__via__,2,0.005479452,353,0
2006,60011,SKuLLwArRi0r,1422,3.895890411,319797,278
2006,23349,Zensiert,318,0.871232877,63080,54
2006,1176375,DeliciousStyle,5,0.01369863,963,1
2006,59506,Flatline,284,0.778082192,70795,21
2006,34483,Triton,187,0.512328767,84110,77
2006,62723,sackgesicht,269,0.736986301,53115,28
2006,1098252,Zwielichtige,112,0.306849315,46424,24
2006,1179957,---Tschohny---,1,0.002739726,153,0
2006,59785,Spackenfro,511,1.4,207720,70
2006,40358,scripter86,143,0.391780822,37992,5
2006,1186019,ninjapirate,48,0.131506849,13168,4
2006,1076440,Sir Maximillion,273,0.747945205,90983,87
2006,1145432,_abyss,15,0.04109589,5851,7
2006,1178691,Sewer,88,0.24109589,18537,13
2006,53434,Tesla,1827,5.005479452,440648,341
2006,68744,NetHunter80,9,0.024657534,6099,0
2006,1097454,D Bardl,58,0.15890411,17653,9
2006,1037382,!,373,1.021917808,79967,90
2006,35106,Shagwell,169,0.463013699,37431,3
2006,103360,Die Rechnung,60,0.164383562,6614,6
2006,47060,Radkappenpolitur,234,0.64109589,75197,26
2006,77981,aemkei,266,0.728767123,81582,34
2006,43152,eister,804,2.202739726,293130,97
2006,114065,trifaker,153,0.419178082,92470,32
2006,29022,KaosGod,1657,4.539726027,370125,356
2006,38247,[-NRC|Ripper|TM-],162,0.443835616,40963,24
2006,24638,bummbumm,590,1.616438356,213293,71
2006,12457,[VW]Death_Machine,788,2.15890411,407196,132
2006,17663,steben,446,1.221917808,198504,98
2006,8068,Enchos,222,0.608219178,114337,50
2006,36164,Entenmann,92,0.252054795,27680,2
2006,59314,Papst.ch,48,0.131506849,23813,37
2006,81803,Beuteltierzuechter,442,1.210958904,104582,49
2006,1037988,sirkillabot,186,0.509589041,64013,62
2006,1174172,rroth,79,0.216438356,15682,22
2006,1059067,Bill_Butcher,193,0.528767123,44353,48
2006,115162,haedy,500,1.369863014,149042,149
2006,1171155,Klaus die Maus,25,0.068493151,7339,8
2006,63616,gYros,181,0.495890411,46344,38
2006,1140533,Team.Weed,5,0.01369863,407,0
2006,21591,Hessenpower,199,0.545205479,67585,25
2006,53451,0utlaw,128,0.350684932,37092,5
2006,49670,freakadelle,522,1.430136986,175202,149
2006,47385,L4zi,90,0.246575342,32813,12
2006,1132723,Bumbklaatpsycho,51,0.139726027,7610,4
2006,1036594,Gurkenmarmelade,18,0.049315068,3684,1
2006,1052858,Tachyon*,1036,2.838356164,244902,104
2006,39251,Aidan,90,0.246575342,30323,20
2006,8986,[TB]Talvin,530,1.452054795,261647,122
2006,48283,madFenris,138,0.378082192,51037,60
2006,22088,AngusG,372,1.019178082,374556,81
2006,1040057,-fragnatic-,201,0.550684932,49811,46
2006,78046,K@mpfzw3rg,221,0.605479452,54109,18
2006,59712,Womi,136,0.37260274,35287,15
2006,53227,$teffm@ster,162,0.443835616,68856,18
2006,37268,DoS|Scorpion,379,1.038356164,65596,52
2006,43285,KingGinord,145,0.397260274,55845,21
2006,28318,RunningGag,165,0.452054795,76484,44
2006,1172012,sapientia,586,1.605479452,335504,103
2006,58486,Mountainbiker,5792,15.86849315,1532994,750
2006,26759,CLAncy13,510,1.397260274,212697,121
2006,21061,Flashhead,1011,2.769863014,499015,108
2006,34807,Oster,312,0.854794521,72836,20
2006,1074159,kepper*,146,0.4,35499,21
2006,60061,klmann,309,0.846575342,100004,51
2006,60477,Streusel,225,0.616438356,42832,26
2006,36317,-=[TDT]=-VenoM,59,0.161643836,9259,7
2006,54888,-[DDH]-LordRaydon,67,0.183561644,22573,9
2006,113914,jaaan,125,0.342465753,37347,23
2006,41866,[A-S] Brot,52,0.142465753,19106,4
2006,3837,JayDee,103,0.282191781,34004,21
2006,37465,]swifty[*]petersen[,85,0.232876712,32518,18
2006,15570,sircarados,107,0.293150685,21470,19
2006,56232,[A.F.F.]Riot,46,0.126027397,19990,11
2006,1181199,King-Boft,2,0.005479452,852,0
2006,73114,feli,7,0.019178082,2158,2
2006,1129790,poser23,40,0.109589041,10086,11
2006,50549,teppi.ulr,161,0.44109589,56380,20
2006,44962,sebo,6,0.016438356,1009,1
2006,1174077,kartoffeltorte,22,0.060273973,5491,2
2006,52752,Rock in the Sea,63,0.17260274,18733,4
2006,2665,|nter,453,1.24109589,239567,86
2006,38074,Dish,200,0.547945205,76577,30
2006,56186,NTGhost,1939,5.312328767,852988,194
2006,4526,Pic,2151,5.893150685,469462,240
2006,1078357,vog3l,2,0.005479452,348,0
2006,32703,phoe,2358,6.460273973,514368,294
2006,1120170,[GJ]Grasyl,4,0.010958904,603,2
2006,25604,Abrachius,493,1.350684932,261074,87
2006,1148679,just-gordon,22,0.060273973,11932,9
2006,58351,padde,30,0.082191781,13062,3
2006,1056098,Bomb-X,48,0.131506849,20773,11
2006,50879,on|Rush,85,0.232876712,33832,16
2006,1128456,Accenture,146,0.4,55736,92
2006,1173338,Alb0rn,474,1.298630137,129837,74
2006,1176161,Pentium 4,31,0.084931507,7059,8
2006,1124251,j4ke`,143,0.391780822,70931,49
2006,1067848,eisenbahnfreund,309,0.846575342,106862,43
2006,22207,ezee,484,1.326027397,130072,103
2006,1186885,Svenny-Too,53,0.145205479,18288,7
2006,1180126,KisoX,14,0.038356164,10471,0
2006,60936,-=sonix=-,724,1.983561644,125314,145
2006,1168139,DoenerCola,76,0.208219178,17045,21
2006,62822,Poliadversum,280,0.767123288,122214,118
2006,54188,inventator,64,0.175342466,22434,4
2006,36081,Tickdubisteineente,399,1.093150685,135421,157
2006,58380,Der Papst,586,1.605479452,164273,86
2006,101014,pistolpiet,11,0.030136986,1651,3
2006,1109922,Centric,49,0.134246575,18184,10
2006,1019762,[3D]TOaZta,333,0.912328767,89455,40
